latitude_deg,longitude_deg,iata_code
18.4394,-66.001801,SJU
-26.1392,28.246,JNB
53.630402,9.98823,HAM
32.115004,-110.938053,TUS
30.492469,-81.687813,JAX
-23.431944,-46.467778,GRU
42.940498,-78.732201,BUF
32.011398,34.8867,TLV
41.93851,-72.688066,BDL
35.552299,139.779999,HND
55.871899,-4.43306,GLA
61.179004,-149.992561,ANC
-37.01199,174.786331,AKL
13.9125995636,100.607002258,DMK
45.322498,-75.669197,YOW
55.972599,37.4146,SVO
50.865898,7.14274,CGN
-34.8222,-58.5358,EZE
35.393388,-97.598248,OKC
25.0777,121.233002,TPE
30.111534,31.396694,CAI
52.380001,13.5225,
19.0886993408,72.8678970337,BOM
-27.384199142456055,153.11700439453125,BNE
20.896263,-156.431837,OGG
38.6954,-121.591003,SMF
45.445099,9.27674,LIN
24.443764,54.651718,AUH
-12.0219,-77.114305,LIM
-8.748409,115.167123,DPS
25.273056,51.608056,DOH
35.857498,14.4775,MLA
41.3032,-95.894096,OMA
34.197703,-118.356378,BUR
32.898602,-80.040497,CHS
26.683201,-80.095596,PBI
52.453899,-1.74803,BHX
38.1744,-85.736,SDF
43.627499,-79.396202,YTZ
14.5086,121.019997,MNL
31.807199,-106.377998,ELP
27.9319,-15.3866,LPA
-22.809999,-43.250557,GIG
39.4991,-119.767998,RNO
-33.393001556396484,-70.78579711914062,SCL
36.895341,-76.201,ORF
41.725038,-71.425668,PVD
51.505299,0.055278,LCY
-33.9648017883,18.6016998291,CPT
48.689899,9.22196,STR
53.3097,-113.580002,YEG
45.670725,9.709223,BGY
33.816523,-118.149891,LGB
37.505199,-77.319702,RIC
56.923599,23.9711,RIX
41.2481002808,-8.68138980865,OPO
32.127602,-81.202103,SAV
49.909999847399995,-97.2398986816,YWG
33.562901,-86.753502,BHM
44.8807983398,-63.5085983276,YHZ
19.738783,-156.045603,KOA
26.53619956970215,-81.75520324707031,RSW
60.2934,5.21814,BGO
44.572127,26.103396,OTP
9.07136,-79.383499,PTY
42.74829864501953,-73.80169677734375,ALB
34.056,-117.600998,ONT
35.339699,25.1803,HER
41.06700134277344,-73.70760345458984,HPN
8.1132,98.316902,HKT
9.99386,-84.208801,SJO
43.5644,-116.223,BOI
41.7994,12.5949,CIA
50.077702,19.7848,KRK
10.8188,106.652,SGN
-6.1255698204,106.65599823,CGK
34.875099,33.624901,LCA
34.427299,135.244003,KIX
36.898701,30.800501,AYT
43.11119842529297,-76.1063003540039,SYR
50.460982,4.457158,CRL
28.0445,-16.5725,TFS
37.0144004822,-7.96590995789,FAO
42.88079834,-85.52279663,GRR
41.534,-93.663101,DSM
43.98440170288086,-88.55699920654297,OSH
44.818401,20.309099,BEG
37.649899,-97.433098,ICT
-1.31923997402,36.9277992249,NBO
43.1189,-77.672401,ROC
38.2822,-0.558156,ALC
44.5354,11.2887,BLQ
39.902401,-84.219398,DAY
36.19839859008789,-95.88809967041016,TUL
31.606899,-8.0363,RAK
42.562247,18.265543,DBV
43.1399,-89.337502,MSN
43.646198,-70.309303,PWM
38.805801,-104.700996,COS
47.6199,-117.533997,GEG
4.70159,-74.1469,BOG
34.729582,-92.223728,LIT
43.438088,5.2125,MRS
45.742901,16.0688,ZAG
25.039,-77.466202,NAS
46.7911,-71.393303,YQB
18.5674,-68.363403,PUJ
42.932598,-71.435699,MHT
41.261297,28.741951,IST
44.471901,-73.153297,BTV
57.6628,12.2798,GOT
-43.48939895629883,172.53199768066406,CHC
40.886002,14.2908,NAP
35.811001,-83.994003,TYS
43.629101,1.36382,TLS
-31.94029998779297,115.96700286865234,PER
40.898602,29.3092,SAW
47.60068,7.521117,BSL
55.408798,37.9063,DME
-16.885799408,145.755004883,CNS
33.8297,-116.507004,PSP
21.221201,105.806999,HAN
20.679913,-105.254391,PVR
52.702,-8.92482,SNN
59.413246,24.83264,TLL
22.989200592041016,-82.40910339355469,HAV
21.976,-159.339005,LIH
39.4893,-0.481625,VLC
34.895699,-82.218903,GSP
24.556101,-81.759598,EYW
34.426201,-119.839996,SBA
48.647201,-123.427792,YYJ
51.4500999451,5.37452983856,EIN
43.683899,10.3927,PSA
38.036499,-84.605904,LEX
49.6233333,6.2044444,LUX
59.800301,30.262501,LED
42.696357,23.417671,SOF
51.382702,-2.71909,BRS
36.097801,-79.937302,GSO
37.417999,-5.89311,SVQ
33.3675,-7.58997,CMN
45.725996,5.090139,LYS
18.5037,-77.913399,MBJ
30.4734,-87.1866,PNS
30.3965,-84.350304,TLH
-13.535699844400002,-71.9387969971,CUZ
27.394631,-82.554359,SRQ
43.035599,-81.1539,YXU
49.498699,11.078056,NUE
44.0452995300293,-103.05699920654297,RAP
47.793301,13.0043,SZG
49.9487,7.26389,HHN
31.7226009369,35.9931983948,AMM
7.180759906768799,79.88410186767578,CMB
43.538898,16.298,SPU
47.529999,-122.302002,BFI
40.850101,-74.060799,TEB
46.223701,14.4576,LJU
50.345001,30.894699,KBP
53.333599,-2.84972,LPL
35.436199,-82.541801,AVL
41.904639,2.761774,GRO
36.58700180053711,-121.84300231933594,MRY
23.392401,113.299004,CAN
23.5933,58.284401,MCT
43.173599243199995,-79.93499755859999,YHM
12.990005,80.169296,MAA
18.766799926799997,98.962600708,CNX
29.179899,-81.058098,DAB
31.198104,121.33426,SHA
54.6575012207,-6.2158298492399995,BFS
36.851002,10.2272,TUN
54.634102,25.285801,VNO
23.151919,-109.720731,SJD
27.9102,-82.687401,PIE
28.777599334716797,-81.23750305175781,SFB
52.362247,13.500672,BER
40.51928,22.970009,SKG
38.872898,1.37312,IBZ
-34.5592,-58.4156,AEP
40.916099548339844,-81.44219970703125,CAK
44.8074,-68.828102,BGR
55.037958,-1.689577,NCL
58.876701,5.63778,SVG
33.938801,-81.119499,CAE
36.210701,-115.194,VGT
63.457802,10.924,TRD
37.466801,15.0664,CTA
38.13859939575195,-78.4529037475586,CHO
40.193501,-76.763397,MDT
34.637199,-86.775101,HSV
43.6072998046875,-110.73799896240234,JAC
52.8311,-1.32806,EMA
13.1979,77.706299,BLR
35.035301,-85.203796,CHA
36.776199,-119.718002,FAT
33.663601,-101.822998,LBB
33.679699,-78.928299,MYR
43.808558,11.202822,FLR
18.041,-63.108898,SXM
49.454399,2.11278,BVA
44.8283,-0.715556,BOD
-34.947512,138.533393,ADL
49.9561,-119.377998,YLW
52.461102,9.68508,HAJ
19.721399,-155.048004,ITO
44.2253,-76.596901,YGK
55.502003,-4.587019,PIK
50.43190002441406,-104.66600036621094,YQR
26.1972999573,-80.1707000732,FXE
54.377602,18.4662,GDN
43.4608,-80.378601,YKF
44.483459,-88.130805,GRB
-23.627657,-46.654601,CGH
34.209800720215,-118.48999786377,VNY
55.740335,9.157019,BLL
26.267295,50.63764,BAH
28.945499,-13.6052,ACE
36.405399,28.086201,RHO
52.170799255371094,-106.69999694824219,YXE
59.186699,10.2586,TRF
35.6171,-106.088997,SAF
39.57009888,-104.848999,APA
39.601898,19.911699,CFU
51.956902,4.43722,RTM
37.5583,126.791,GMP
28.2898006439,-81.4371032715,ISM
27.176776,33.796692,HRG
40.9785,-85.195099,FWA
33.87633,-84.30213,PDK
48.1702,17.2127,BTS
4.191830158233643,73.52909851074219,MLE
-17.755399703979492,177.4429931640625,NAN
58.788601,16.912201,NYO
53.865898,-1.66057,LBA
12.5014,-70.015198,AUA
37.245701,-93.388603,SGF
32.8157,-117.139999,MYF
20.523342,-103.310108,GDL
38.175999,13.091,PMO
45.200802,7.64963,TRN
57.2019,-2.19778,ABZ
35.219398,-101.706001,AMA
41.884701,-91.7108,CID
35.236801147499996,-120.641998291,SBP
41.708698,-86.317299,SBN
18.42970085144,-69.668899536133,SDQ
48.79280090332031,-122.53800201416016,BLI
43.301102,-2.91061,BIO
64.815102,-147.856003,FAI
45.679501,-74.038696,YMX
49.20790100097656,-2.195509910583496,JER
45.648399,12.1944,TSF
43.862202,-79.370003,
34.0158,-118.450996,SMO
28.5455,-81.332901,ORL
13.41155,103.813044,
47.618599,-52.7519,YYT
48.37189865112305,-89.32389831542969,YQT
25.261101,51.565102,DIA
8.97789,38.799301,ADD
69.683296,18.9189,TOS
46.92070007324219,-96.81580352783203,FAR
29.6900997162,-82.2717971802,GNV
41.504101,-74.104797,SWF
-22.9105,-43.163101,SDU
43.585463,-96.741152,FSD
30.042400360107,-90.028297424316,NEW
34.848598480225,-111.78800201416,SDX
29.226601,47.968899,KWI
14.5833,-90.527496,GUA
45.807701,-108.542999,BIL
34.213699,-119.094002,
51.841301,-8.49111,ORK
44.12459945678711,-123.21199798583984,EUG
36.399200439453125,25.479299545288086,JTR
34.270599365234375,-77.90260314941406,ILM
33.1283,-117.279999,CLD
-15.869167,-47.920834,BSB
34.447102,108.751999,XIY
38.2924,27.157,ADB
-0.125399,-78.354306,UIO
54.618099,-5.8725,BHD
40.79520035,-73.10019684,ISP
33.622898101807,-111.91100311279,SCF
-12.41497,130.88185,DRW
27.6966,85.3591,KTM
47.260201,11.344,INN
37.3255,-79.975403,ROA
44.975376,-79.306546,YQA
27.987656,-82.018776,LAL
40.85100173950195,-96.75920104980469,LNK
59.354400634765625,17.941699981689453,BMA
36.281898,-94.306801,XNA
45.7775,-111.153,BZN
13.0746,-59.4925,BGI
31.942499,-102.202003,MAF
38.50899887,-122.8130035,STS
26.1525993347,-81.7752990723,APF
28.4527,-13.8638,FUE
40.651773,-75.442797,ABE
46.842098,-92.193604,DLH
30.6912,-88.242798,MOB
51.6024017334,6.14216995239,NRN
47.9063,-122.281998,PAE
-41.327202,174.804993,WLG
45.394955,10.887303,VRN
21.6796,39.156502,JED
11.5466,104.844002,PNH
42.470001,-71.289001,BED
53.046786,8.78932,BRE
28.1028,-80.645302,MLB
50.950298,-1.3568,SOU
39.223202,-106.869003,ASE
25.907,-80.278397,OPF
38.5125007629,-121.492996216,SAC
43.922798,-78.894997,YOO
38.2132,-122.280998,APC
-34.835647,-56.026497,MVD
32.697899,-16.7745,FNC
49.025299,-122.361,YXX
27.770399,-97.501198,CRP
48.936258,-54.567719,YQX
55.535564,13.376327,MMX
41.338500976599995,-75.72339630130001,AVP
39.102357,-84.418945,LUK
29.9592,-81.339798,UST
34.7855,135.438004,ITM
39.251499,9.05428,CAG
27.977272,34.394717,SSH
10.601194,-66.991222,CCS
30.533199,-91.149597,BTR
32.311199,-90.075897,JAN
42.77870178222656,-84.58740234375,LAN
5.297140121459961,100.2770004272461,PEN
43.908298,-92.5,RST
39.123199,-94.592796,MKC
57.54249954223633,-4.047500133514404,INV
46.91630173,-114.0910034,MSO
41.25310135,-70.06020355,ACK
35.5317,24.1497,CHQ
37.9897,-122.056999,CCR
44.23,-78.363297,YPQ
32.9686012268,-96.8364028931,ADS
33.820899963378906,35.488399505615234,BEY
46.772701263427734,-100.74600219726562,BIS
34.654499,-112.419998,PRC
45.517502,-73.416901,YHU
37.51313,-122.250838,SQL
37.461102,-122.114998,PAO
35.9728012085,-115.134002686,HSH
38.3731,-81.593201,CRW
9.54779,100.061996,USM
37.131901,-76.492996,PHF
40.128101,32.995098,ESB
16.0439,108.198997,DAD
-28.165962,153.506641,OOL
39.126663,-108.529387,GJT
46.112202,-64.678596,YQM
32.2244,-80.697502,HHH
43.191598,-79.171686,YCM
41.3931007385,-70.6143035889,MVY
22.654699,88.446701,CCU
32.363998,-64.678703,BDA
8.09912014008,98.9861984253,KBV
64.128732,-21.93759,RKV
22.639299,113.810997,SZX
21.773697,-72.268321,PLS
10.4424,-75.513,CTG
43.0778999329,-70.8233032227,PSM
-45.021099,168.738998,ZQN
45.4603004456,-75.64610290530001,YRO
37.6934013367,-121.819999695,LVK
36.9356994629,-121.790000916,WVI
19.292801,-81.357697,GCM
25.778521,-100.106989,MTY
41.669201,44.9547,TBS
62.5625,6.1197,AES
18.337091,-64.977251,STT
35.1385,-111.670998,FLG
42.96540069580078,-83.74359893798828,FNT
47.671299,9.51149,FDH
47.48199844,-111.3710022,GTF
44.74140167236328,-85.58219909667969,TVC
33.3078,-111.654999,AZA
27.6556,-80.417901,VRB
48.969398,2.44139,LBG
44.448273,-80.158911,
44.3647,-78.783897,
30.558257,103.945966,CTU
17.231318,78.429855,HYD
15.3808,73.831398,GOI
33.3699,-81.9645,AGS
14.7397,-17.4902,DKR
35.9524,-112.147003,GCN
42.37419891357422,-122.87300109863281,MFR
40.6642,-89.693298,PIA
41.5868,-83.8078,TOL
32.650938,-114.609375,YUM
38.289101,-104.497002,PUB
10.309261,123.97974,CEB
5.605189800262451,-0.16678600013256073,ACC
-2.15742,-79.883598,GYE
67.269203,14.3653,BOO
32.819801,-97.362396,FTW
45.868900299072266,-66.53720092773438,YFC
36.794523,27.09115,KGS
39.862598,4.21865,MAH
35.433601,-119.056999,BFL
35.67290115,-120.6269989,PRB
33.4049,-118.416,AVX
43.13140106201172,-80.34249877929688,
42.896301,-8.41514,SCQ
55.591499,37.261501,VKO
36.475201,-82.407401,TRI
39.64260101,-106.9179993,EGE
47.153198,-1.61073,NTE
34.717999,32.485699,PFO
59.378817,10.785439,RYG
37.659198761,-122.122001648,HWD
43.8246,18.331499,SJJ
38.0369987488,-87.5324020386,EVV
42.234901428222656,-85.5521011352539,AZO
46.625,-80.79889678955078,YSB
37.036389,-113.510306,SGU
33.585899353027344,130.4510040283203,FUK
39.45759963989258,-74.57720184326172,ACY
40.4771,-88.915901,BMI
42.908001,-106.463997,CPR
40.276699,-74.813499,TTN
30.407301,-89.070099,GPT
58.355,-134.576004,JNU
32.300598,-86.393997,MGM
43.576199,3.96301,MPL
40.039819,-88.276249,CMI
30.4832,-86.525398,VPS
44.258099,-88.519096,ATW
38.89390182495117,-119.99500274658203,TVL
-6.87811,39.202599,DAR
17.935699462890625,-76.7874984741211,KIN
41.138901,16.760599,BRI
10.5933,-85.544403,LIR
-35.3069,149.195007,CBR
50.703038,-120.448641,YKA
51.396702,-3.34333,CWL
32.446602,-93.8256,SHV
42.49100112915039,-76.4583969116211,ITH
41.51750183105469,-81.68329620361328,BKL
40.7288017273,-73.4133987427,FRG
40.467498779296875,50.04669952392578,GYD
36.7131004333,28.7924995422,DLM
30.5886,-96.3638,CLL
50.734261,-3.413984,EXT
58.204201,8.08537,KRS
-16.5132999420166,-68.19229888916016,LPB
26.176141,-98.237965,MFE
49.05497,-123.869863,YCD
60.709599,-135.067001,YXY
42.27560043334961,-82.95559692382812,YQG
41.330101,-72.045097,GON
40.0798,-83.072998,OSU
43.7668991089,-81.7106018066,
25.6479,-80.4328,TMB
33.6883010864,-112.083000183,DVT
42.7752,141.692001,CTS
6.57737,3.32116,LOS
51.420657,12.232705,LEJ
37.7411994934,-25.6979007721,PDL
13.7332,-60.952599,UVF
53.5724983215,-113.521003723,
51.134123,13.767831,DRS
41.448502,-90.5075,MLI
51.570562,0.693627,SEN
28.4827,-16.341499,TFN
30.0618000031,-95.55280303960001,DWH
32.826198577881,-116.97200012207,SEE
38.376801,-121.961998,
24.9576,46.698799,RUH
-12.908611,-38.322498,SSA
46.9911,15.4396,GRZ
26.5587005615,-78.695602417,FPO
43.514599,-112.070999,IDA
50.911701,5.77014,MST
40.898701,9.51763,OLB
34.898899,-120.457001,SMX
36.924234,-111.447716,PGA
44.7458,-81.107201,YVV
41.736698150635,-72.649398803711,HFD
33.4608001709,-111.727996826,MSC
25.110313,102.936743,KMG
23.034401,-81.435303,VRA
12.1889,-68.959801,CUR
0.042386,32.443501,EBB
-20.430201,57.683601,MRU
46.290000915527344,-63.12110137939453,YYG
42.1599006652832,-76.8916015625,ELM
35.336601,-94.367401,FSM
48.31050109863281,-114.25599670410156,FCA
43.879002,-91.256699,LSE
25.671037,32.706451,LXR
12.141500473022461,-86.16819763183594,MGA
37.435101,25.348101,JMK
41.26369858,-72.88680267,HVN
46.483216,-84.508467,YAM
31.611299514770508,-97.23049926757812,ACT
44.094988,15.354879,ZAD
35.157398,-114.559998,IFP
51.1031,-114.374001,
49.0742,-123.012001,YDT
27.49510002,-80.36830139,FPR
24.726101,-81.051399,MTH
43.441453,-79.850103,
43.354267,77.042828,ALA
23.843347,90.397783,DAC
-6.22202,39.224899,ZNZ
41.155701,-104.811997,CYS
42.1954,-89.097198,RFD
51.518299,7.61224,DTM
53.3191986084,-60.4258003235,YYR
41.6693,-70.280403,HYA
10.5954,-61.3372,POS
31.35770034790039,-100.49600219726562,SJT
45.521702,-75.563599,YND
26.9202,-81.990501,PGD
-7.78818,110.431999,JOG
42.114222,-87.901494,PWK
45.540401,-122.949997,HIO
32.6809005737,-96.8682022095,RBD
38.25780106,-122.6060028,
37.332901001,-121.819000244,RHV
-7.37983,112.787003,SUB
37.250599,27.664301,BJV
10.151047,76.400838,COK
20.930485,-89.645462,MID
51.190667,4.463153,ANR
50.476015,19.080705,KTW
46.363602,-79.422798,YYB
-29.994712,-51.166592,POA
39.908798,-105.116997,BJC
48.523654,-123.024645,FRD
40.849374,-77.84852,SCE
33.2691,-111.810997,
36.0181999207,-75.67130279540001,FFA
37.68899917602539,-121.44200134277344,
35.179501,128.938004,PUS
-4.03483,39.5942,MBA
-17.553699,-149.606995,PPT
13.4409,-89.055702,SAL
17.539951,-88.303556,BZE
44.412039,8.840732,GOA
36.151199,-5.34966,GIB
41.163502,-73.126198,BDR
37.625801,-120.954002,MOD
35.75809860229492,10.75469970703125,MIR
17.1367,-61.792702,ANU
32.4113006592,-99.68190002440001,ABI
34.571098,-114.358002,HII
39.318628,-120.140562,TKF
41.6265983581543,-73.88420104980469,POU
33.7790985107,-84.5214004517,FTY
30.3362998962,-81.51439666750001,CRG
45.3191986084,-76.0222015381,
34.200801849365,-119.20700073242,OXR
37.513401031499995,-122.500999451,HAF
29.17259979,-82.22419739,OCF
33.803398132324,-118.33999633789,TOA
16.907300949099998,96.1332015991,RGN
52.473,13.4039,
33.948842,-83.325634,AHN
40.121700286865234,-76.29609680175781,LNS
6.16454,-75.4231,MDE
53.884311,-122.666554,YXS
45.827499,13.4722,TRS
49.435001,-2.60197,GCI
38.79100036621094,-97.6521987915039,SLN
38.662102,-90.652,SUS
38.721401,-77.515404,MNZ
34.263802,-116.856003,RBF
38.030399322499996,-120.415000916,COA
39.417598724399994,-77.3742980957,FDK
35.53419876,-97.64710236,PWA
-4.67434,55.521801,SEZ
37.70100021362305,-113.0989990234375,CDC
42.083127,-80.173867,ERI
34.991199,-78.880302,FAY
47.949299,-97.176102,GFK
-42.8371,147.51295,HBA
36.744598,-6.06011,XRY
52.421598,16.823359,POZ
40.50899887,-122.2929993,RDD
42.40919876,-83.00990295,DET
44.485056,-79.554663,YLK
30.400101,-86.471497,DSI
37.151501,-107.753998,DRO
47.988800048799995,10.2395000458,FMM
43.1073,-78.946198,IAG
41.195899963379,-112.0120010376,OGD
40.799062,-74.414949,MMU
41.90779877,-88.24859619,DPA
26.58659935,-81.86329650879999,FMY
33.62670135498,-116.16000366211,TRM
39.0784,-84.210197,
33.8720016479,-117.980003357,FUL
51.027035,71.467094,NQZ
41.958087,21.622581,SKP
41.4147,19.7206,TIA
38.8181,-92.219597,COU
63.756402,-68.555801,YFB
-8.125984,-34.923316,REC
39.844101,-89.677902,SPI
48.538299560546875,7.628230094909668,SXB
62.462799,-114.440002,YZF
52.451099,20.6518,WMI
38.554744,-121.297989,MHR
38.95479965,-121.0820007,AUN
40.875198364300005,-74.2814025879,CDW
44.8272018433,-93.45709991460001,FCM
47.4930992126,-122.216003418,RNT
13.4834,144.796005,GUM
30.322478,-9.412003,AGA
25.90679931640625,-97.4259033203125,BRO
46.264702,-119.119003,PSC
-54.8433,-68.2958,USH
42.2673,-71.875702,ORH
51.103719,16.882096,WRO
42.23789978,-83.53040314,YIP
51.1998,2.874673,OST
37.893279,-121.238079,SCK
29.265301,-94.860397,GLS
32.572639,-116.980019,SDM
31.1518,-81.391296,SSI
33.5742,-117.127998,RBK
27.18169975,-80.22109985,SUA
33.512058,126.492548,CJU
26.195801,127.646004,OKA
4.9442,114.928001,BWN
42.569917,27.515173,BOJ
22.149599,113.592003,MFM
-23.007404,-47.134502,VCP
64.930099,25.354601,OUL
49.46310043334961,-119.60199737548828,YYF
42.999401,-82.308899,YZR
46.1614,-60.047798,YQY
32.35409927368164,-95.40239715576172,TYR
37.38050079,-120.5680008,MER
45.092637,-74.567724,YCC
33.97809982,-83.96240234,LZU
39.220298767100005,-106.317001343,LXV
38.830898,-94.890297,JCI
38.143600463867,-122.55599975586,NOT
41.257900238,69.2811965942,TAS
35.416099548339844,51.152198791503906,IKA
24.9065,67.160797,KHI
-3.775833,-38.532222,FOR
43.216,2.30632,CCF
-25.594167,-54.489444,IGU
30.205299,-91.987602,LFT
43.626098632799994,-72.30419921880001,LEB
37.326698,-79.200401,LYH
19.7579,-70.57,POP
44.893501,13.9222,PUY
44.254101,-121.150002,RDM
33.301601,-104.530998,ROW
30.357106,-85.795414,ECP
49.216099,-122.709999,
40.2192,-111.723,PVU
35.259499,-113.938004,IGM
42.157799,-72.715599,BAF
22.320304,114.198074,
42.665500640869,-83.420097351074,PTK
42.898399,-72.270798,EEN
44.6394004822,-75.7502975464,XBR
33.97470093,-117.637001,CNO
36.247813,-120.238323,
43.563899993896484,-80.19609832763672,
27.070541,-82.440815,VNC
28.062901,-81.753304,GIF
43.0612983704,74.4776000977,FRU
42.359402,19.2519,TGD
32.541043,-116.969976,TIJ
-22.4799,17.4709,WDH
20.514922,-86.928538,CZM
57.094763,9.84993,AAL
-25.5285,-49.1758,CWB
55.1796989441,-118.885002136,YQU
26.228500366210938,-97.65440368652344,HRL
5.932743,116.049324,BKI
48.2332,14.1875,LNZ
48.2593994140625,-101.27999877929688,MOT
32.510899,-92.037697,MLU
38.761799,-27.090799,TER
41.242126,-76.92245,IPT
39.678699,-75.606499,ILG
46.912868,7.498512,BRN
40.082406,-75.010614,PNE
43.3412017822,-73.6102981567,GFL
34.01316,-84.59721,
32.954899,-111.766998,CGZ
43.415599823,-80.93440246579999,
32.1422004699707,-111.17500305175781,
14.591,-61.003201,FDF
23.161474,-106.264572,MZT
8.48212,76.920097,TRV
16.757126,-99.753113,ACA
-23.806588,133.903427,ASP
50.780483,-1.839576,BOH
39.813801,-82.927803,LCK
46.6068,-111.983002,HLN
6.329730033874512,99.72869873046875,LGK
27.543800354003906,-99.46160125732422,LRD
49.6302986145,-112.800003052,YQL
32.38399887084961,-94.71150207519531,GGG
33.922798,-118.334999,HHR
38.667599,-121.401001,MCC
28.514799118042,-80.799201965332,TIX
33.6192016602,-114.717002869,BLH
38.2280006409,-85.6636962891,LOU
44.6833000183,-79.9282989502,
42.77000045776367,-81.11080169677734,YQS
36.0396,-95.984596,RVS
30.677543,-97.678524,
32.698238,-80.005675,
43.572701,-71.4189,LCI
24.54400062561035,118.12799835205078,XMN
-19.63571,-43.966928,CNF
53.888071,28.039964,MSQ
30.23609,120.428865,HGH
-17.6448,-63.135399,VVI
29.712254,106.651895,CKG
18.580023,-72.292596,PAP
56.303331,10.618286,AAR
23.0772,72.634697,AMD
62.744701,7.2625,MOL
42.20869827,-75.97979736,BGM
43.531913,-84.082275,MBS
34.4788,-93.096262,HOT
-25.737301,-54.4734,IGR
66.564796447754,25.830400466919,RVN
61.414101,23.604401,TMP
17.988300323500003,102.56300354,VTE
33.9519,-117.445,RAL
43.7603,-79.875,
29.622299194336,-95.65650177002,SGR
40.44969,-105.011272,FNL
42.1904983521,-71.1728973389,OWD
40.1506996155,-122.251998901,RBL
39.795595,-121.857716,CIC
45.2575,-79.829697,YPD
42.0718994141,-70.2213973999,PVC
34.858398,136.804993,NGO
16.265301,-61.531799,PTP
25.3286,55.5172,SHJ
15.5895,32.5532,KRT
-3.42941,37.074501,JRO
46.787425,23.684292,CLJ
49.2108,-57.391399,YDF
56.653301239,-111.222000122,YMM
57.7747,11.8704,GSE
59.345299,5.20836,HAU
40.275902,-79.4048,LBE
-41.544935,147.210785,LST
15.186,120.559998,CRK
20.992695,-101.480284,BJX
40.354401,-79.930199,AGC
51.275799,-0.776333,FAB
50.518284,1.621656,LTQ
49.91,-99.951897,YBR
-50.2803,-72.053101,FTE
52.453188,5.514622,LEY
38.5098,-107.893997,MTJ
36.964500427199994,-86.41970062259999,BWG
36.662799835205,-121.60600280762,SNS
39.069899,-95.622606,TOP
37.82647,-121.621699,
49.153157,-121.939309,YCW
42.7817,-71.514801,ASH
36.693886,3.214531,ALG
-3.03861,-60.049702,MAO
40.978101,-124.109,ACV
32.516300201416016,-84.93890380859375,CSG
42.402,-90.709503,DBQ
44.86579895019531,-91.48429870605469,EAU
37.9275016785,-100.723999023,GCK
50.638574,5.443897,LGG
